,lyrics,label
1456,보고 싶다는 넋두리에,0
1457,친구들 답은 뻔해,0
1458,10년도 더 된 애를 사랑할 수 있냬,0
1459,이제 그만 잊으래,0
1460,근데 그게 잘 안돼,0
1461,그래 걔 말마따나,0
1462,넌 아담의 사과일 수도,0
1463,네 전화 바로 픽업,0
1464,지금 주소 찍어,0
1465,어디든 상관없어 다 갈 테니까,0
1466,그건 사랑이 아냐,0
1467,그건 미련이 아냐,0
1468,그냥 정이라고 하자,0
1469,임마 네가 뭘 알아,0
1470,이건 사랑이 맞아,0
1471,분명 약속했단 말이야,0
1472,그 자리에 그대로,0
1473,두고 온 기억들을,0
1474,더듬고 있을 때면,0
1475,그건 사랑이 아냐,0
1476,그건 미련이 아냐,0
1477,그냥 정리하고 가자,0
1478,아메리카노보단 라떼를,0
1479,맛있게 내리던 네 집 앞 카페를,0
1480,매일 같이 갔었었던 그때를,0
1481,내려줄게 쓰지 않아 이제는,0
1482,넌 매일 밤 예뻐 예뻐,0
1483,해주며 날 재워 재워,0
1484,식어버린 널 데워 태워,0
1485,꿈에서 날 깨워 줘,0
1486,버려진 기억들 속에서,0
1487,쓸만한 컷들을 찾고 있어,0
1488,이미 내 곁에 더는 없는 너지만,0
1489,난 너를 느낄 수 있어,0
1490,닿을 듯 안 닿을 듯,0
1491,떠나는 뒷모습이,0
1492,왜인지 행복해 보여,0
1493,너라도 행복해줘,0
1494,그건 사랑이 아냐,0
1495,그건 미련이 아냐,0
1496,그냥 정이라고 하자,0
1497,임마 네가 뭘 알아,0
1498,이건 사랑이 맞아,0
1499,분명 약속했단 말이야,0
1500,그 자리에 그대로,0
1501,두고 온 기억들을,0
1502,더듬고 있을 때면,0
1503,그건 사랑이 아냐,0
1504,그건 미련이 아냐,0
1505,그냥 정리하고 가자,0
1506,그건 사랑이 아냐,0
1507,그건 미련이 아냐,0
1508,그냥 정이라고 하자,0
1509,임마 네 말이 맞아,0
1510,이건 사랑이 아냐,0
1511,그냥 정리하고 가자,0
1512,혼자만 마음 졸이면서 지내 온 지가,0
1513,벌써 몇 달째 인지 모르겠어,0
1514,창밖에는 내 맘 모르는 듯이,0
1515,흰 눈이 아름답게 내려오고,0
1516,아련해진 이 밤에 문득 잠시,0
1517,너에게 전활 걸 수 있다면,0
1518,좋을 텐데 널 만났던 날처럼,0
1519,이런 생각에 또 잠 못 들다가,0
1520,홀로 집을 나와 걷네,0
1521,그 겨울이 잠든 거리에서,0
1522,너의 모습 한참 그려보다,0
1523,그때 못 전한 말 생각이 나,0
1524,자존심 땜에 하지 못했던 말,0
1525,내가 미안해 헤어지지 말자,0
1526,홀로인 겨울 넌 잘 지내겠지만,0
1527,한 번은 꼭 날 그리워했음 좋겠어,0
1528,혼자서 화려한 불빛들 가득한 거릴,0
1529,한참 동안을 걷고만 있는 나,0
1530,나만 빼고 모두 행복해 보여,0
1531,그땐 당연하게 생각했었던,0
1532,항상 곁에 있던 너의 존재가,0
1533,왜 자꾸만 커져 가는 건지,0
1534,후회만 가득히 나를 채워가,0
1535,어둔 내 삶에 선물처럼 왔던,0
1536,널 지켜야 했었는데,0
1537,그 겨울이 잠든 거리에서,0
1538,너의 모습 한참 그려보다,0
1539,그때 못 전한 말 생각이 나,0
1540,자존심 땜에 하지 못했던 말,0
1541,내가 미안해 헤어지지 말자,0
1542,홀로인 겨울 넌 잘 지내겠지만,0
1543,한 번은 꼭 내 생각이 났음 좋겠어,0
1544,시간 지나고 나니 이렇게 소중한데,0
1545,지금에 우리라면 다를 것 같은데,0
1546,처음 그대로 널 사랑하는데,0
1547,만약에 너를 다시 만나면,0
1548,참았던 눈물 가득 차올라,0
1549,아무 말 못 하고 바라보다,0
1550,멍든 내 가슴 편히 예전처럼,0
1551,나아질 거 같아 너의 품 안에서,0
1552,가만히 오래 꼭 안겨 눈을 맞고파,0
1553,사랑했던 그날처럼 그냥 서로 그대와,0
1554,시간을 되돌려 꿈만 같던,0
1555,그때 그 겨울로 돌아가면,0
1556,너에게 하고픈 말이 있어,0
1557,세상에 태어나 제일로 잘한 일,0
1558,널 만난 거라고,0
1559,늦어 버렸지만 용기 내 다시,0
1560,널 되돌리고 말 거야 그래야지,0
1561,그때 네게 못해줬었던 걸,0
1562,다 줄 수 있잖아,0
1563,멋진 결말에 닿게,0
1564,내 흉짐도 나의 일부라면,0
1565,겁이 난 없지 없지,0
1566,다치지 않게 다치 다치지 않게,0
1567,욕심을 숨기라는 네 말들은 이상해,0
1568,겸손한 연기 같은 건 더 이상 안 해,0
1569,멋진 결말에 닿게,0
1570,내 흉짐도 나의 일부라면,0
1571,겁이 난 없지 없지,0
1572,다치지 않게 다치 다치지 않게,0
1573,더는 없어 패배,0
1574,다치지 않게 다치 다치지 않게,0
1575,뭐하고 있었니 늦었지만,0
1576,잠시 나올래,0
1577,너의 집 골목에 있는,0
1578,놀이터에 앉아 있어,0
1579,친구들 만나서 오랜만에,0
1580,술을 좀 했는데,0
1581,자꾸만 니 얼굴 떠올라,0
1582,무작정 달려왔어,0
1583,이 맘 모르겠니,0
1584,요즘 난 미친 사람처럼,0
1585,너만 생각해,0
1586,대책없이 네가 점점 좋아져,0
1587,아냐 안 취했어 진짜야,0
1588,널 정말 사랑해,0
1589,눈물이 날만큼 원하고 있어,0
1590,정말로 몰랐니,0
1591,가끔 전화해 장난치듯,0
1592,주말엔 뭐할거냐며,0
1593,너의 관심 끌던 나를,0
1594,그리고 한번씩 누나 주려 샀는데,0
1595,너 그냥 준다고,0
1596,생색 낸 선물도 너 때문에 산거야,0
1597,이 맘 모르겠니,0
1598,요즘 난 미친 사람처럼,0
1599,너만 생각해,0
1600,대책없이 네가 점점 좋아져,0
1601,아냐 안 취했어 진짜야,0
1602,널 정말 사랑해,0
1603,진심이야 믿어줘,0
1604,갑자기 이런 말 놀랐다면 미안해,0
1605,부담이 되는게 당연해,0
1606,이해해 널,0
1607,지금 당장 대답하진마,0
1608,나와 일주일만 사귀어줄래,0
1609,후회없이 잘 해주고 싶은데,0
1610,그 후에도 니가 싫다면,0
1611,나 그때 포기할게,0
1612,귀찮게 안할게 혼자 아플게,0
1613,진심이야 너를 사랑하고 있어,0
1614,시작했어 처음엔 밑,0
1615,이젠 올라갈 거야 저 위,0
1616,절대로 안 돌아봐 뒤,0
1617,우린 쫓아가 저 멀리 빛,0
1618,시작했어 처음엔 밑,0
1619,이젠 올라갈 거야 저 위,0
1620,절대로 안 돌아봐 뒤,0
1621,우린 쫓아가 저 멀리 빛,0
1622,내 삶의 나침반,0
1623,가리켜 한 곳만,0
1624,내 삶의 나침반,0
1625,가리켜 한 곳만,0
1626,내 삶의 나침반,0
1627,가리켜 한 곳만,0
1628,내 삶의 나침반,0
1629,가리켜 한 곳만,0
1630,참 많이도 헤맸지,0
1631,이리저리 치여가며,0
1632,억지로 키워낸 내 맷집,0
1633,절대 안 들어 백긴,0
1634,아직도 거리 냄새가 찐히 베있지,0
1635,엄마 없이 자란 놈,0
1636,근데 울 아빠는 자린고비로,0
1637,날 키우지 않았고,0
1638,그게 뜨겁게 해 내 엔진,0
1639,준비돼있으니,0
1640,너가 어떤 말을 해도,0
1641,나는 멈출 수가 없어,0
1642,맞았지 내 느낌이,0
1643,저 위로 향했었지 미리,0
1644,지금이 시기,0
1645,들어왔지 깊이,0
1646,이제는 편안하게 앉아,0
1647,때워대지 끼니,0
1648,달라진 내 위치,0
1649,보여줬지 진심,0
1650,결국에 지금 내,0
1651,몸에선 나지 환한 빛이,0
1652,바닥에서 맨 위,0
1653,이제는 내가 가려주지,0
1654,할머니의 새치,0
1655,재개발 구역에서,0
1656,밀려 나와 살았지만,0
1657,꼭 내가 사다 줄게 원했었던 새집,0
1658,시작했어 처음엔 밑,0
1659,이젠 올라갈 거야 저 위,0
1660,절대로 안 돌아봐 뒤,0
1661,우린 쫓아가 저 멀리 빛,0
1662,시작했어 처음엔 밑,0
1663,이젠 올라갈 거야 저 위,0
1664,절대로 안 돌아봐 뒤,0
1665,우린 쫓아가 저 멀리 빛,0
1666,내 삶의 나침반,0
1667,가리켜 한 곳만,0
1668,내 삶의 나침반,0
1669,가리켜 한 곳만,0
1670,내 삶의 나침반,0
1671,가리켜 한 곳만,0
1672,내 삶의 나침반,0
1673,가리켜 한 곳만,0
1674,뱀끼리 누가 더 뱀인지,0
1675,겨루는 뱀 싸움,0
1676,내가 체스판 위에 끼면,0
1677,똘똘 뭉쳐야 될 걸 뱀들끼리,0
1678,싸우지 말고 친하게 지내,0
1679,나 차는 바꿨어도 말은 안 바꿨어,0
1680,너넨 내가 버는 돈이,0
1681,위법이라 욕하곤,0
1682,"화장 떡칠, 빌린 명품 & 체인",0
1683,나도 처음 3년 은따였고,0
1684,쓸데없이 까였고,0
1685,까보니 억까였지,0
1686,내 나침반 나다웠고,0
1687,시작했어 처음엔 밑,0
1688,이젠 올라갈 거야 저 위,0
1689,절대로 안 돌아봐 뒤,0
1690,우린 쫓아가 저 멀리 빛,0
1691,시작했어 처음엔 밑,0
1692,이젠 올라갈 거야 저 위,0
1693,절대로 안 돌아봐 뒤,0
1694,우린 쫓아가 저 멀리 빛,0
1695,내 삶의 나침반,0
1696,가리켜 한 곳만,0
1697,내 삶의 나침반,0
1698,가리켜 한 곳만,0
1699,내 삶의 나침반,0
1700,가리켜 한 곳만,0
1701,내 삶의 나침반,0
1702,가리켜 한 곳만,0
1703,내 나침반이 혹여 고장 난대도,0
1704,난 내 직감대로 움직여 계속,0
1705,좋아서 시작했지만서도,0
1706,힘들 때가 있지 내게도 때론,0
1707,근데 반대로 너무 쉽기만 하면,0
1708,재미없잖아 너무나 당연했담,0
1709,어땠을까 과연,0
1710,실패랑 친구를 맺었더니,0
1711,소개를 받았어,0
1712,성공이란 그놈을 드디어 만났어,0
1713,멈출 수가 없지,0
1714,잠깐의 인사만 하고,0
1715,다시 가야 돼 멀리,0
1716,저기 얼타는 자식들과의,0
1717,차이를 벌리지,0
1718,저 애매한 자식들 싸그리 정리,0
1719,강자만 살아남아 여긴 정글의 법칙,0
1720,그래서 내가 여기 있지,0
1721,시작했어 처음엔 밑,0
1722,이젠 올라갈 거야 저 위,0
1723,절대로 안 돌아봐 뒤,0
1724,우린 쫓아가 저 멀리 빛,0
1725,시작했어 처음엔 밑,0
1726,이젠 올라갈 거야 저 위,0
1727,절대로 안 돌아봐 뒤,0
1728,우린 쫓아가 저 멀리 빛,0
1729,내 삶의 나침반,0
1730,가리켜 한 곳만,0
1731,내 삶의 나침반,0
1732,가리켜 한 곳만,0
1733,내 삶의 나침반,0
1734,가리켜 한 곳만,0
1735,내 삶의 나침반,0
1736,가리켜 한 곳만,0
1737,우리 다시 만날래,0
1738,예쁘게 빛나던,0
1739,모든 추억들이,0
1740,너무 그리워,0
1741,너의 품에 안길래,0
1742,이 밤이 새도록,0
1743,네게 말할 거야,0
1744,너를 좋아한다고,0
1745,안녕 그대야,0
1746,요즘 어떻게 지내,0
1747,가로수길 걷다가,0
1748,생각이 나서,0
1749,행복해 보이는 사람들 속에,0
1750,우리 둘만 없어서,0
1751,어색했었어,0
1752,늘 집에 갈 땐,0
1753,항상 뒤돌아보면,0
1754,날 보며 웃어주던,0
1755,네가 생각났어,0
1756,우리 다시 만날래,0
1757,예쁘게 빛나던,0
1758,모든 추억들이,0
1759,너무 그리워,0
1760,너의 품에 안길래,0
1761,이 밤이 새도록,0
1762,네게 말할 거야,0
1763,너를 좋아한다고,0
1764,토요일마다 가던,0
1765,한강공원에,0
1766,이어폰 하나씩,0
1767,나눠끼고서,0
1768,벚꽃엔딩같이 듣고 있으면,0
1769,부러울 게 없었어,0
1770,너만 있으면,0
1771,널 사랑할 때,0
1772,내가 너무 그리워,0
1773,날 보며 웃어주던,0
1774,네가 보고 싶어,0
1775,우리 다시 만날래,0
1776,예쁘게 빛나던,0
1777,모든 추억들이,0
1778,너무 그리워,0
1779,너의 품에 안길래,0
1780,이 밤이 새도록,0
1781,네게 말할 거야,0
1782,너를 좋아한다고,0
1783,같이 별 보러 갈래,0
1784,널 다시 만나면,0
1785,네 옆에 기대서,0
1786,잠들고 싶어,0
1787,너의 품에 안길래,0
1788,이 밤이 새도록,0
1789,내 곁에 있어줘,0
1790,내겐 너뿐이라고,0
1791,잊지는 말아요 함께 했던 날들,0
1792,눈물이 날 때면,0
1793,그대 뒤를 돌아보면 돼요,0
1794,아프지 말아요 쓸쓸한 마음에,0
1795,힘든 일이 참 많았죠 그대에겐,0
1796,내가 곁에 있을게요,0
1797,그댈 위해 노래할게요,0
1798,잊지 말아요,0
1799,그댈 위해 약속할게요,0
1800,언젠가 우리 시간 지나면,0
1801,알게 되겠죠,0
1802,그땐 웃을 수 있죠 나 약속할게요,0
1803,그땐 미소 짓겠죠,0
1804,작은 행복까지 모두,0
1805,외롭고 지칠 때 손잡아 줄게요,0
1806,슬픔이 짙어질 때면 위로해 줄,0
1807,그 한 사람이 될게요,0
1808,그대 부디 울지 말아요,0
1809,슬퍼 말아요,0
1810,그대에게 빛이 될게요,0
1811,언젠가 우리 시간 지나면,0
1812,알게 되겠죠,0
1813,그땐 웃을 수 있죠 나 약속할게요,0
1814,폭풍 속에 혼자 남아 헤매도 오,0
1815,길이 되어 지킬게요 그대,0
1816,그댈 위해 노래할게요,0
1817,잊지 말아요,0
1818,그댈 위해 약속할게요,0
1819,어두운 길을 밝게 비추는,0
1820,그대의 빛이 될게요,0
1821,따분한 나의 눈빛이,0
1822,무표정했던 얼굴이,0
1823,널 보며 빛나고 있어,0
1824,내 입술을 간지럽힌 낯선 그 이름,0
1825,난 몰랐어 내 맘이 이리 다채로운지,0
1826,춤을 추곤 해 실컷 어지러울 만큼,0
1827,한 칸 더 채우고 있어,0
1828,"잘 봐 1, 2, 3, 4, 5, 6, 7",0
1829,투명한 너와 나의 사이,0
1830,가만히 들여다보다,0
1831,일렁인 물결 속으로,0
1832,더 빠져드는 걸,0
1833,셀 수 없이 반복해도 기분 좋은 꿈,0
1834,감히 누가 이렇게 날 설레게 할 줄,0
1835,난 몰랐어 내 맘이 이리 다채로운지,0
1836,춤을 추곤 해 실컷 어지러울 만큼,0
1837,한 칸 더 채우고 있어,0
1838,"잘 봐 1, 2, 3, 4, 5, 6, 7",0
1839,내 앞에 있는 너를,0
1840,그 눈에 비친 나를 (그 눈에 비친 나를),0
1841,내 앞에 있는 너를,0
1842,그 눈에 비친 나를,0
1843,가만히 바라봐,0
1844,서둘러 오진 마,0
1845,이 순간이 좋아 난,0
1846,미처 몰랐어 내 맘이 이리 다채로운지,0
1847,춤을 추곤 해 실컷 어지러울 만큼,0
1848,한 칸 더 채우고 있어,0
1849,"잘 봐 1, 2, 3, 4, 5, 6, 7",0
1850,내 앞에 있는 너를,0
1851,그 눈에 비친 나를,0
1852,내 앞에 있는 너를,0
1853,그 눈에 비친 나를,0
1854,사랑하게 됐거든,0
1855,끝없이 별빛이 내리던 밤,0
1856,기분 좋은 바람이,0
1857,두 빰을 스치고,0
1858,새벽 바다 한곳을 보는,0
1859,아름다운 너와 나,0
1860,그림을 그려갔어,0
1861,모래 위 떨린 손끝으로,0
1862,날 향해 웃어주는 입술,0
1863,끝 모양과 저 달보다,0
1864,사랑스러운 두 눈을 가진 네가,0
1865,다정히 내 이름을,0
1866,부르면 내 마음이,0
1867,녹아내려 언제나,0
1868,나 하날 위해 준비된,0
1869,선물 같아 널 안으면,0
1870,잠들지 않는 바다 위를,0
1871,너와 함께 걷는 거 같아,0
1872,하늘 아래 너와 나,0
1873,남은 내 모든 날을 너에게,0
1874,다 줘도 안 아까워,0
1875,이제서야 내가,0
1876,사랑에 눈을 뜬 건 가봐,0
1877,경험하지 못했고,0
1878,믿기지 않는 일만,0
1879,일어나고 있는 거 아니,0
1880,5월에 피는 봄꽃 처럼,0
1881,내 사랑도 피어나,0
1882,부는 바람에 살며시 실어 보내,0
1883,다정히 내 이름을,0
1884,부르면 내 마음이,0
1885,녹아내려 언제나,0
1886,나 하날 위해 준비된,0
1887,선물 같아 널 안으면,0
1888,잠들지 않는 바다 위를,0
1889,너와 함께 걷는 거 같아,0
1890,하늘 아래 너와 나,0
1891,설레는 지금이,0
1892,꿈이 아닌 걸 알잖아,0
1893,난 더 바랄 게 없어,0
1894,먼 훗날 내 생애,0
1895,아주 작은 소리로,0
1896,귓가에 말할 거야,0
1897,내 곁에 머물러줘서,0
1898,마음 다해 고맙다고,0
1899,어떤 말로도 표현 못 할,0
1900,내 인생의 전부였다고,0
1901,이 순간 너를 꼭 안고,0
1902,고백할게 언제나,0
1903,우리 모든 날들과,0
1904,별빛 아래 우리 그림자,0
1905,제일로 특별하다고,0
1906,길고 긴 겨울 끝을 지나,0
1907,너의 앞에 서있는 지금,0
1908,선명한 목소리로,0
1909,널 사랑한다고,0
1910,말할게,0
1911,"밤하늘, 손을 잡으면 기분이 좋다며",0
1912,옅은 웃음 띠며 나에게 말하다,0
1913,너는 슬픈 노래를 불렀는데,0
1914,그게 우리 둘의 주제곡 같았어,0
1915,하루는 순진한 눈으로 나를 바라보며,0
1916,매일 두 손 모아 하늘에 빈다고,0
1917,우리 둘의 시간이 영원하길,0
1918,그게 참 아팠는데 그립기도 하더라,0
1919,둘이 가던 둘이만 알던,0
1920,수많은 거리 그 위로,0
1921,하루하루 쌓여만 가던,0
1922,소중했던 추억 그 위로,0
1923,우리 다시 돌아갈 수 있을까 알아,0
1924,결코 닿을 수 없는 시절의 우리,0
1925,그때는 이해할 수 없던,0
1926,너의 그 마지막,0
1927,이젠 선명하게 다 알 것 같았어,0
1928,그래 우린 그렇게 사랑해서,0
1929,뻔한 이별마저도 우리다웠던 거야,0
1930,둘이 가던 둘이만 알던,0
1931,수많은 거리 그 위로,0
1932,하루하루 쌓여만 가던,0
1933,소중했던 추억 그 위로,0
1934,우리 다시 돌아갈 수 있을까 알아,0
1935,결코 닿을 수 없는 시절의 우리,0
1936,그때의 우리처럼,0
1937,둘이 가던 둘이만 알던,0
1938,어설프던 풍경 그 위로,0
1939,자라나고 쌓여만 가던,0
1940,어리숙한 모습 그대로,0
1941,이제 다시 돌아가면 어떨까 그래,0
1942,결코 보낼 수 없는 시절의 우리,0
1943,너를 정말 사랑했나 봐 아직도 널 못 잊었나 봐 자꾸만 생각나,0
1944,시간은 왜 자꾸 나에게 아픈 기억은 다 지우고 좋은 추억만 남아,0
1945,우 함께 울고 웃던 계절에 다시 만난다면,0
1946,보고싶었어 사랑했던 그때의 너와,0
1947,니 곁에 그리고 나 널 바라만 봐도 눈물 나게,0
1948,마냥 좋았어 너에게 못다 한 그 말,0
1949,조금은 늦었겠지만 아직 널 사랑한다고 말야,0
1950,라라라 라라라라랄랄라 라라라라랄랄라,0
1951,보고싶었어,0
1952,라라라 라라라라랄랄라 라라라라랄랄라,0
1953,너도 내 맘 같기를,0
1954,그땐 정말 어렸었나봐 사랑을 잘 몰랐었나 봐,0
1955,그게 마음이 아파,0
1956,우 오늘처럼 눈부신 날에 다시 만난다면,0
1957,보고싶었어 사랑했던 그때의 너와,0
1958,니 곁에 그리고 나 널 바라만 봐도 눈물 나게,0
1959,마냥 좋았어 너에게 못다 한 그 말,0
1960,조금은 늦었겠지만 (늦었겠지만) 아직 널 사랑한다고,0
1961,꽃 피는 봄이 온 것처럼,0
1962,당연한 듯 내곁에 머물 줄만 알았어 (항상),0
1963,주는 게 사랑이란 걸 그때야 난 깨달았어,0
1964,니가 떠난 후에야,0
1965,나 너에게 참 고마웠다고 벅차 행복했다고,0
1966,사랑을 가르쳐 준 니가 참,0
1967,보고싶었어 (보고싶었어) 너에게 듣고 싶은 말,0
1968,아직 늦지 않았다고 (늦지 않았다고) 너도 날 기다렸다고 말야,0
1969,라라라 라라라라랄랄라 라라라라랄랄라,0
1970,라라라 라라라라랄랄라 라라라라랄랄라,0
1971,너도 내 맘 같기를,0
1972,너랑 입으려 고른 옷 오늘 받아봤어,0
1973,오래 걸려서 잊고 있었는데,0
1974,곧 있을 너의 생일에 예약해놨던,0
1975,커플링마저 취소를 했어,0
1976,우리 헤어지는 게 이젠 혼자라는 게,0
1977,아직 실감이 안 나는데 난 어떡할까,0
1978,너를 떠나보낼 준비해 둘걸 그랬어,0
1979,나랑 있으면,0
1980,어떤 불편도 괜찮은 줄만 알았어,0
1981,다급히 네 맘을 붙잡으려 해도,0
1982,이미 마음 정해버린,0
1983,너의 대답에 아무 말 못 하던,0
1984,끝까지 바보 같던 내가 싫어,0
1985,멍하니 있다가도 전화벨이 울리면,0
1986,네 목소리가 들릴 것 같아 어떡할까,0
1987,너를 떠나보낼 준비해 둘걸 그랬어,0
1988,나랑 있으면,0
1989,어떤 불편도 괜찮은 줄만 알았어,0
1990,다급히 네 맘을 붙잡으려 해도,0
1991,이미 마음 정해버린,0
1992,너의 대답에 아무 말 못 하던,0
1993,끝까지 바보 같던 내가 싫어,0
1994,날 보기 싫겠지만,0
1995,어떻게든 널 붙잡고 싶은데,0
1996,널 되돌릴 방법이 없어,0
1997,네가 없는 나의 하루는,0
1998,아무것도 잡히지가 않아,0
1999,다 미안해 보고 싶어,0
2000,사랑한다는 말 많이 해줄 걸 그랬어,0
2001,사랑받으면 예뻐진다는데,0
2002,나 땜에 많이 야위었어,0
2003,마지막 가는 길 데려다준대도,0
2004,괜히 맘 약해진다며,0
2005,뒤도 안 보고 서둘러 떠나던,0
2006,너의 맘은 그동안 어땠을까,0
2007,네가 없이 웃을 수 있을까,0
2008,생각만 해도 눈물이나,0
2009,힘든 시간 날 지켜준 사람,0
2010,이제는 내가 그댈 지킬 테니,0
2011,너의 품은 항상 따뜻했어,0
2012,고단했던 나의 하루에,0
2013,유일한 휴식처,0
2014,나는 너 하나로 충분해,0
2015,긴 말 안 해도 눈빛으로 다 아니깐,0
2016,한 송이의 꽃이 피고 지는,0
2017,모든 날 모든 순간 함께해,0
2018,햇살처럼 빛나고 있었지,0
2019,나를 보는 네 눈빛은,0
2020,꿈이라고 해도 좋을 만큼,0
2021,그 모든 순간은 눈부셨다,0
2022,불안했던 나의 고된 삶에,0
2023,한줄기 빛처럼 다가와,0
2024,날 웃게 해준 너,0
2025,나는 너 하나로 충분해,0
2026,긴 말 안 해도 눈빛으로 다 아니깐,0
2027,한 송이의 꽃이 피고 지는,0
2028,모든 날 모든 순간 함께해,0
2029,알 수 없는 미래지만,0
2030,네 품속에 있는 지금 순간 순간이,0
2031,영원 했으면 해,0
2032,갈게 바람이 좋은 날에,0
2033,햇살 눈부신 어떤 날에 너에게로,0
2034,처음 내게 왔던 그날처럼,0
2035,모든 날 모든 순간 함께해,0
2036,대체 어디서 뭐 하는지 궁금해,0
2037,침대가 허전해 잠이 안 오잖아,0
2038,그 고민을 내게 털어놓던,0
2039,너의 표정이 아직 선명해,0
2040,소파에 벤 니 향기가 비릿해,0
2041,미리 알아도 난 이리,0
2042,멍청하게 행동을 해버린다니까,0
2043,어쩔 수 없어 널 보고 싶은걸,0
2044,어쩔 수 없어 널 보고 싶은걸,0
2045,나 아프더라도 몰라,0
2046,나 아프더라도 몰라,0
2047,어쩔 수 없어 널 보고 싶은걸,0
2048,어쩔 수 없어 널 보고 싶은걸,0
2049,말할까 내 불안에 불안을,0
2050,매일 빠져있던 너의 반지같이,0
2051,허전함 사이사이,0
2052,그 자리의 기회를,0
2053,너는 넘 빨리 들렀다 가기 땜에,0
2054,나는 타이밍 안 맞아 매일 바삐,0
2055,화를 내야 할지 아니면 그냥 아기처럼,0
2056,울어버리고서 떼를 써야 할지,0
2057,이러니 내가 노력해도,0
2058,시간이 없으니 어쩌겠어,0
2059,할 말이 하나밖에 더 있겠어,0
2060,어쩔 수 없어 널 보고 싶은걸,0
2061,어쩔 수 없어 널 보고 싶은걸,0
2062,나 아프더라도 몰라,0
2063,나 아프더라도 몰라,0
2064,어쩔 수 없어 널 보고 싶은걸,0
2065,어쩔 수 없어 널 보고 싶은걸,0
2066,어쩔 수 없어 널 보고 싶은걸,0
2067,내 걸로 만들어,0
2068,구하지 우리 방식대로,0
2069,목소리 팔아서,0
2070,팔자 고친 아버지 딸내미,0
2071,공양미 300석 대신 받았어 큰 입지,0
2072,우황청심원 달고 살았던 카니발,0
2073,20살의 풋내기,0
2074,청춘을 세공한 값은 돌아오니까,0
2075,쓰러트려 마이크 타이슨,0
2076,넘어져도 칠전팔기,0
2077,오래 버티던 악바리만,0
2078,살아남았지 마지막엔,0
2079,오랜 시간 쏘아 올렸지,0
2080,이제 터질 시간,0
2081,여의도처럼 퍼퍼펑,0
2082,힘든 시간들은,0
2083,그전에 전에 잠깐,0
2084,성수동 그녀는 몰라 쉬는 법,0
2085,남녀노소 밤새 흔들어,0
2086,날이면 날마다 오는 기회가 아니니,0
2087,어서 날 택해,0
2088,드디어 세탁을 맡겼지,0
2089,어젯밤 눈물에 젖은 베개,0
2090,수많은 겨울을 지냈고,0
2091,이제는 토이고 올라갈 차례,0
2092,이경영처럼 시켜 진행,0
2093,그녀는 엉덩이를 흔들다 보니까,0
2094,밤이 깊어지네,0
2095,구하지 우리 방식대로,0
2096,까만 옷을 걸치고 걸어가지,0
2097,저 나쁜 놈들 갱생,0
2098,쳐다도 못 보네 얼굴,0
2099,떨어버리네 벌벌,0
2100,우린 항상 위를 봐,0
2101,우산이 필요해 종이가 자꾸 내려와,0
2102,돈이 아니어도 우린 계속하지,0
2103,예술가니 어쩔 수가 없는 거지,0
2104,그 뒤에 진짜 얘기들이 궁금해,0
2105,그랬더니 돈이 내 뒤를 따라왔어,0
2106,돌고 돌아라 지구는 둥그네,0
2107,눈멀어도 좋아,0
2108,보지 말라는 곳을 뚫어져라 보고,0
2109,언젠가 가 있을 테니,0
2110,비노 영지 토이고 켠이형 세인이 캄보,0
2111,구하지 우리 방식대로,0
2112,신세인 낮밤을 반납한 값,0
2113,다 따고 갈 맘 채비 갖고,0
2114,내 발로 간다고,0
2115,누구 술자리 낄 시간에,0
2116,빠져서 만들은,0
2117,앨범이 내 피사체,0
2118,아니 피가 된 지금은 혈관들이,0
2119,이제는 누군가의 선수,0
2120,걱정하던 점쟁이,0
2121,엄마는 기억도 못 하더라고,0
2122,그런데 난 필요해서,0
2123,냅두는 편이 낫겠어,0
2124,한국 힙합 지금이 재미 볼 때야,0
2125,네가 잠에 들 때야,0
2126,우린 깨어나 저 구름 위,0
2127,다크서클 같은 날개를 펼치는 중이지,0
2128,밥은 먹고 다니냐 새꺄,0
2129,내가 뭔 짓 하러 왔는지,0
2130,아직도 얘넨 잘 모르겠지,0
2131,나쁜 새끼들 잡으러 가,0
2132,내 걸로 만들어,0
2133,구하지 우리 방식대로,0
2134,가끔은 쉽게 발을 빼,0
2135,분명 네 꿈 짓밟기 위해,0
2136,신발을 사는 사람 있을 테니,0
2137,취소가 불가능해 많은 사람들한테,0
2138,네 말은 세상 비슷한 걸 테니까,0
2139,참아야 해 아무 답이 없대,0
2140,남겨지긴 싫고 떠나는 것도 두려워,0
2141,사람은 잘만 왔다가 떠나는데,0
2142,선택지가 있는데 안 좋은 결정했대,0
2143,난 돈은 그럴 때 쓰려고 버는 건데,0
2144,난 지켜야만 하는 게 너의 자존심인데,0
2145,다 지키면서 살 수만은 없기에,0
2146,답이 없네 아무 답이 없네,0
2147,밖을 쳐다보았겠지만,0
2148,살짝 독해지는 걸 느껴 어른처럼,0
2149,짐을 싸고 떠날 거야,0
2150,거지 같은 거리에서,0
2151,벌어지는 많은 일 괜찮냐 물었어,0
2152,혼자 다 참아야만 했나 봐,0
2153,멀어지는 거지 같은 거리에서,0
2154,벌어지는 많은 일 괜찮냐 물었어,0
2155,혼자 다 삼켜야만 했나 봐,0
2156,넌 늘 아파하고 난 늘 도와주려고만 하지,0
2157,구해달라 한적 한번 없이,0
2158,혼자 붕대를 감지,0
